date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),RSI,SMA,MACD,CMO,ATR,BBANDS_upper,BBANDS_mid,BBANDS_lower
2018-01-02,142.0761780071302,141.3613293127547,142.0761780071302,140.1103440975976,114.0,12315856.0,4.38,4000.0,0.0,0.0,0.0,47.54644253935168,47.54644253935168,47.54644253935168,47.54644253935168,47.54644253935168,80.36773982023739,78.39999999999984,76.43226017976228
2018-01-03,140.1103440975976,142.2548901807241,142.43360235431797,139.9316319240037,224.0,21907320.0,4.45,58000.0,0.0,0.0,1000.0,44.339610000659924,44.339610000659924,44.339610000659924,44.339610000659924,44.339610000659924,79.787664068363,78.73999999999985,77.6923359316367
2018-01-04,141.71875365994245,141.18261713916084,142.43360235431797,140.46776844478532,202.0,18276900.0,4.61,137000.0,0.0,0.0,-2000.0,47.46185850891453,47.46185850891453,47.46185850891453,47.46185850891453,47.46185850891453,79.80000000008363,78.99999999999986,78.19999999991609
2018-01-05,139.3954954032221,140.46776844478532,142.2548901807241,139.3954954032221,253.0,25991400.0,4.73,108000.0,0.0,0.0,-1000.0,43.65279023912817,43.65279023912817,43.65279023912817,43.65279023912817,43.65279023912817,79.99560556538383,78.85999999999986,77.72439443461589
2018-01-08,144.75686061103832,140.28905627119147,146.3652701733832,138.8593588824405,382.0,35870675.0,4.82,73000.0,0.0,6000.0,19000.0,53.0225065658932,53.0225065658932,53.0225065658932,53.0225065658932,53.0225065658932,81.32076908861481,79.23999999999985,77.1592309113849
2018-01-09,143.32716322228734,144.75686061103832,148.86724060369744,142.61231452791182,508.0,50605712.0,4.7,-106830.0,0.0,-3000.0,-5000.0,50.60588595362674,50.60588595362674,50.60588595362674,50.60588595362674,50.60588595362674,81.60135094033696,79.37999999999985,77.15864905966275
2018-01-10,141.003904965567,143.5058753958812,143.5058753958812,141.003904965567,180.0,18644282.0,4.69,-13000.0,0.0,0.0,0.0,46.867707894960134,46.867707894960134,46.867707894960134,46.867707894960134,46.867707894960134,81.55615028361402,79.47999999999983,77.40384971638565
2018-01-11,139.57420757681595,141.003904965567,141.003904965567,139.57420757681595,128.0,12939416.0,4.67,-19000.0,0.0,0.0,-2000.0,44.68041247575919,44.68041247575919,44.68041247575919,44.68041247575919,44.68041247575919,81.60169430709391,79.23999999999982,76.87830569290574
2018-01-12,140.64648061837923,141.003904965567,141.71875365994245,139.57420757681595,100.0,10078566.0,4.65,-12989.0,0.0,0.0,0.0,46.68991720542364,46.68991720542364,46.68991720542364,46.68991720542364,46.68991720542364,81.5018859536178,79.37999999999982,77.25811404638185
2018-01-15,148.33110408291583,140.82519279197308,152.26277190198107,140.82519279197308,1196.0,126728301.0,4.66,12000.0,0.0,-3000.0,57000.0,58.363122863602804,58.363122863602804,58.363122863602804,58.363122863602804,58.363122863602804,83.2794856765186,79.77999999999983,76.28051432348106
