date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),RSI,SMA,MACD,CMO,ATR,BBANDS_upper,BBANDS_mid,BBANDS_lower
2018-01-02,414.81651506511554,417.27105065721685,417.27105065721685,412.3619794730143,37.0,6283500.0,48.32,17000.0,0.0,-10000.0,0.0,55.84419108727128,55.84419108727128,55.84419108727128,55.84419108727128,55.84419108727128,171.03315017763924,167.99999999999991,164.9668498223606
2018-01-03,417.27105065721685,413.5892472690649,418.4983184532675,413.5892472690649,30.0,4562248.0,48.33,4000.0,0.0,0.0,0.0,58.18950630003762,58.18950630003762,58.18950630003762,58.18950630003762,58.18950630003762,170.93960780546286,168.89999999999992,166.86039219453698
2018-01-04,416.0437828611662,417.27105065721685,418.4983184532675,414.81651506511554,47.0,7173828.0,48.34,6000.0,0.0,0.0,0.0,56.57155234062243,56.57155234062243,56.57155234062243,56.57155234062243,56.57155234062243,170.79666295475496,169.2999999999999,167.80333704524483
2018-01-05,414.81651506511554,417.27105065721685,417.27105065721685,413.5892472690649,25.0,3737569.0,48.34,-1000.0,0.0,0.0,0.0,54.926836936006495,54.926836936006495,54.926836936006495,54.926836936006495,54.926836936006495,170.39442719106654,169.49999999999991,168.6055728089333
2018-01-08,418.4983184532675,418.4983184532675,419.7255862493181,414.81651506511554,35.0,8012779.0,48.4,30000.0,0.0,-2000.0,0.0,58.79698514601833,58.79698514601833,58.79698514601833,58.79698514601833,58.79698514601833,170.76619037901912,169.5999999999999,168.4338096209807
2018-01-09,417.27105065721685,414.81651506511554,417.27105065721685,412.3619794730143,40.0,6341437.0,48.38,-7000.0,0.0,-9000.0,0.0,57.038883403140936,57.038883403140936,57.038883403140936,57.038883403140936,57.038883403140936,170.81980390278667,169.7999999999999,168.78019609721312
2018-01-10,411.13471167696366,414.81651506511554,416.0437828611662,411.13471167696366,33.0,4609752.0,48.39,1000.0,0.0,0.0,-1000.0,49.128819955732006,49.128819955732006,49.128819955732006,49.128819955732006,49.128819955732006,171.35912602823038,169.2999999999999,167.24087397176942
2018-01-11,409.907443880913,409.907443880913,416.0437828611662,409.907443880913,85.0,31894636.0,48.51,59000.0,0.0,-4000.0,0.0,47.70394126196504,47.70394126196504,47.70394126196504,47.70394126196504,47.70394126196504,171.5276363394215,168.7999999999999,166.0723636605783
2018-01-12,412.3619794730143,414.81651506511554,414.81651506511554,411.13471167696366,19.0,2739929.0,48.51,2000.0,0.0,0.0,0.0,50.7786884998951,50.7786884998951,50.7786884998951,50.7786884998951,50.7786884998951,171.3856776554593,168.5999999999999,165.81432234454053
2018-01-15,414.81651506511554,414.81651506511554,414.81651506511554,411.13471167696366,13.0,2041350.0,48.52,4000.0,0.0,0.0,0.0,53.70968487266797,53.70968487266797,53.70968487266797,53.70968487266797,53.70968487266797,170.45406592288396,168.2999999999999,166.14593407711584
