date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),RSI,SMA,MACD,CMO,ATR,BBANDS_upper,BBANDS_mid,BBANDS_lower
2018-01-02,5.442200821140116,5.442200821140116,5.442200821140116,5.442200821140116,4.0,23323.0,0.3,0.0,0.0,0.0,0.0,72.78050381267443,72.78050381267443,72.78050381267443,72.78050381267443,72.78050381267443,19.81545092761141,16.959999999999948,14.104549072388489
2018-01-09,5.442200821140116,5.442200821140116,5.442200821140116,5.442200821140116,2.0,23186.0,0.3,0.0,0.0,0.0,0.0,72.78050381267441,72.78050381267441,72.78050381267441,72.78050381267441,72.78050381267441,19.69999999999995,19.69999999999995,19.69999999999995
2018-01-15,5.248823126987928,5.248823126987928,5.248823126987928,5.248823126987928,5.0,361042.0,0.3,0.0,0.0,0.0,0.0,59.248913345661315,59.248913345661315,59.248913345661315,59.248913345661315,59.248913345661315,20.119999999997876,19.55999999999995,19.00000000000202
2018-01-17,5.386950051382348,5.414575436261232,5.414575436261232,5.386950051382348,3.0,43764.0,0.3,0.0,0.0,0.0,0.0,64.68769024526432,64.68769024526432,64.68769024526432,64.68769024526432,64.68769024526432,20.017495098018948,19.379999999999946,18.742504901980944
2018-01-19,4.9725692781990904,4.9725692781990904,4.9725692781990904,4.9725692781990904,2.0,36017.0,0.3,0.0,0.0,0.0,0.0,44.17478686044207,44.17478686044207,44.17478686044207,44.17478686044207,44.17478686044207,20.09544511500947,18.999999999999947,17.904554884990425
2018-01-29,4.572001197455275,4.696315429410252,4.696315429410252,4.558188505015833,8.0,134932.0,0.12,0.0,0.0,0.0,0.0,29.88460282556557,29.88460282556557,29.88460282556557,29.88460282556557,29.88460282556557,18.869999999999106,17.709999999999944,16.550000000000782
2018-01-30,4.6134392747736,4.641064659652485,4.641064659652485,4.6134392747736,5.0,68002.0,0.12,0.0,0.0,0.0,0.0,32.32358509735215,32.32358509735215,32.32358509735215,32.32358509735215,32.32358509735215,18.800555441289692,17.449999999999946,16.0994445587102
2018-01-31,4.9725692781990904,4.9725692781990904,4.9725692781990904,4.9725692781990904,4.0,36145.0,0.12,0.0,0.0,0.0,0.0,48.91044399462455,48.91044399462455,48.91044399462455,48.91044399462455,48.91044399462455,18.800555441289692,17.449999999999946,16.0994445587102
2018-02-05,5.4698262060189995,5.4698262060189995,5.4698262060189995,5.4698262060189995,10.0,24646.0,0.12,0.0,0.0,0.0,0.0,64.11866959345764,64.11866959345764,64.11866959345764,64.11866959345764,64.11866959345764,20.075854245635924,18.099999999999945,16.124145754363965
2018-02-06,6.008521211157234,6.008521211157234,6.008521211157234,6.008521211157234,4.0,23330.0,0.12,0.0,0.0,0.0,0.0,73.3677896974913,73.3677896974913,73.3677896974913,73.3677896974913,73.3677896974913,22.095565273109553,19.109999999999946,16.12443472689034
2018-02-12,6.602466986053236,6.602466986053236,6.602466986053236,6.602466986053236,4.0,23992.0,0.12,0.0,0.0,0.0,0.0,80.73304182505734,80.73304182505734,80.73304182505734,80.73304182505734,80.73304182505734,23.899999999999938,22.179999999999943,20.459999999999948
2018-02-21,7.251663530707007,7.251663530707007,7.251663530707007,7.251663530707007,4.0,105093.0,0.11,0.0,0.0,0.0,0.0,85.46474216073084,85.46474216073084,85.46474216073084,85.46474216073084,85.46474216073084,26.660837890773557,23.079999999999945,19.499162109226333
2018-03-19,6.906346219720959,6.851095449963191,6.906346219720959,6.851095449963191,24.0,178593.0,0.11,0.0,0.0,0.0,0.0,58.51931470556559,58.51931470556559,58.51931470556559,58.51931470556559,58.51931470556559,27.000000000000853,25.999999999999943,24.999999999999034
2018-03-20,6.215711597748863,6.215711597748863,6.215711597748863,6.215711597748863,28.0,294087.0,0.11,0.0,0.0,0.0,0.0,34.85227621435303,34.85227621435303,34.85227621435303,34.85227621435303,34.85227621435303,28.165475947422827,25.249999999999943,22.33452405257706
2018-03-21,5.5941404379739765,5.5941404379739765,5.5941404379739765,5.5941404379739765,20.0,405200.0,0.11,0.0,0.0,0.0,0.0,25.037785105638278,25.037785105638278,25.037785105638278,25.037785105638278,25.037785105638278,28.734015371452145,24.049999999999944,19.365984628547743
2018-03-22,5.248823126987928,6.022333903596676,6.022333903596676,5.248823126987928,12.0,119414.0,0.11,0.0,0.0,0.0,0.0,21.427650671334145,21.427650671334145,21.427650671334145,21.427650671334145,21.427650671334145,28.08270006474906,22.599999999999945,17.11729993525083
2018-03-23,5.773705439686721,5.248823126987928,5.773705439686721,5.248823126987928,31.0,460850.0,0.11,0.0,0.0,0.0,0.0,36.43136045983745,36.43136045983745,36.43136045983745,36.43136045983745,36.43136045983745,25.66937193303513,21.529999999999944,17.39062806696476
2018-03-26,6.105210058233328,6.077584673354444,6.105210058233328,6.077584673354444,19.0,46279.0,0.11,0.0,0.0,0.0,0.0,43.73857670079595,43.73857670079595,43.73857670079595,43.73857670079595,43.73857670079595,23.482982431837897,20.949999999999942,18.417017568161988
2018-04-03,6.105210058233328,6.105210058233328,6.105210058233328,6.105210058233328,11.0,103906.0,0.25,0.0,0.0,0.0,0.0,80.37426924833444,80.37426924833444,80.37426924833444,80.37426924833444,80.37426924833444,33.70000000000005,24.419999999999938,15.139999999999825
2018-04-10,5.8878138543793215,5.8878138543793215,5.8878138543793215,5.8878138543793215,6.0,65160.0,0.25,0.0,0.0,0.0,0.0,74.55009305993221,74.55009305993221,74.55009305993221,74.55009305993221,74.55009305993221,39.82865114353263,28.819999999999943,17.811348856467255
2018-04-11,6.404129838532586,5.362439695065475,6.404129838532586,5.362439695065475,17.0,554037.0,0.25,0.0,0.0,0.0,0.0,78.52941937212756,78.52941937212756,78.52941937212756,78.52941937212756,78.52941937212756,41.01391953025611,31.469999999999942,21.926080469743773
2018-04-12,6.431304364014336,6.3407226124085,6.431304364014336,6.159559109196829,29.0,1302753.0,0.25,0.0,0.0,0.0,0.0,78.71803004442171,78.71803004442171,78.71803004442171,78.71803004442171,78.71803004442171,36.41097324177158,34.14999999999994,31.8890267582283
2018-04-13,6.159559109196829,6.232024510481497,6.232024510481497,6.159559109196829,22.0,363674.0,0.25,0.0,0.0,0.0,0.0,71.91465291111805,71.91465291111805,71.91465291111805,71.91465291111805,71.91465291111805,36.4356684389203,34.209999999999944,31.984331561079586
2018-04-16,6.132384583715078,6.1414427588756615,6.1414427588756615,6.132384583715078,18.0,118219.0,0.25,0.0,0.0,0.0,0.0,71.25147678678543,71.25147678678543,71.25147678678543,71.25147678678543,71.25147678678543,36.441272359342605,34.239999999999945,32.038727640657285
2018-04-17,5.8153484530946535,6.159559109196829,6.159559109196829,5.8153484530946535,7.0,141334.0,0.25,0.0,0.0,0.0,0.0,63.85327544319714,63.85327544319714,63.85327544319714,63.85327544319714,63.85327544319714,36.62203168135674,34.15999999999995,31.697968318643156
2018-04-18,5.797232102773486,5.978395605985157,6.014628306627492,5.797232102773486,13.0,146240.0,0.25,0.0,0.0,0.0,0.0,63.44786407969282,63.44786407969282,63.44786407969282,63.44786407969282,63.44786407969282,36.1102289976268,33.489999999999945,30.869771002373092
2018-04-19,5.797232102773486,5.933104730182239,6.014628306627492,5.797232102773486,13.0,216786.0,0.25,0.0,0.0,0.0,0.0,63.44786407969282,63.44786407969282,63.44786407969282,63.44786407969282,63.44786407969282,34.647309882599686,32.78999999999995,30.932690117400213
2018-04-24,5.70665035116765,5.6341849498829815,5.70665035116765,5.6341849498829815,13.0,385862.0,0.25,0.0,0.0,0.0,0.0,60.849623444999736,60.849623444999736,60.849623444999736,60.849623444999736,60.849623444999736,32.30000000000375,31.89999999999995,31.499999999996152
2018-04-25,5.70665035116765,5.70665035116765,5.70665035116765,5.652301300204148,14.0,266817.0,0.25,0.0,0.0,0.0,0.0,60.849623444999736,60.849623444999736,60.849623444999736,60.849623444999736,60.849623444999736,32.289897948559606,31.799999999999947,31.310102051440285
2018-05-03,5.70665035116765,5.70665035116765,5.70665035116765,5.70665035116765,4.0,46907.0,0.25,0.0,0.0,0.0,0.0,60.84962344499974,60.84962344499974,60.84962344499974,60.84962344499974,60.84962344499974,31.50000165181232,31.49999999999995,31.49999834818758
2018-05-04,5.860639328897571,5.70665035116765,6.277315386284415,5.70665035116765,9.0,347500.0,0.25,0.0,0.0,0.0,0.0,64.94888734267798,64.94888734267798,64.94888734267798,64.94888734267798,64.94888734267798,32.35000000000187,31.66999999999995,30.989999999998023
2018-05-07,6.250140860802665,6.250140860802665,6.250140860802665,6.250140860802665,3.0,40230.0,0.25,0.0,0.0,0.0,0.0,72.72745758181688,72.72745758181688,72.72745758181688,72.72745758181688,72.72745758181688,34.59516666069427,32.269999999999946,29.94483333930562
2018-05-09,6.6758750933500925,5.8153484530946535,6.6758750933500925,5.8153484530946535,8.0,174928.0,0.25,0.0,0.0,0.0,0.0,78.715234457569,78.715234457569,78.715234457569,78.715234457569,78.715234457569,37.68987999808037,33.93999999999995,30.190120001919524
2018-05-14,6.585293341744257,6.032744656948658,6.585293341744257,6.032744656948658,15.0,423277.0,0.25,0.0,0.0,0.0,0.0,74.37585011379349,74.37585011379349,74.37585011379349,74.37585011379349,74.37585011379349,38.101647605879435,36.279999999999944,34.45835239412045
2018-05-17,6.159559109196829,6.5218861156201715,6.5218861156201715,6.159559109196829,13.0,237714.0,0.25,0.0,0.0,0.0,0.0,56.19168748020815,56.19168748020815,56.19168748020815,56.19168748020815,56.19168748020815,37.997523234067934,35.97999999999995,33.96247676593196
2018-05-18,6.3407226124085,6.3407226124085,6.46753706465667,6.2682572111238315,25.0,694885.0,0.25,0.0,0.0,0.0,0.0,60.605499047780285,60.605499047780285,60.605499047780285,60.605499047780285,60.605499047780285,37.529791655363944,35.60999999999994,33.69020834463594
2018-05-21,6.3407226124085,6.123326408554494,6.3407226124085,6.105210058233328,6.0,184505.0,0.25,0.0,0.0,0.0,0.0,60.6054990477803,60.6054990477803,60.6054990477803,60.6054990477803,60.6054990477803,37.14377382174247,35.33999999999995,33.53622617825742
2018-05-22,6.08709370791216,6.123326408554494,6.313548086926749,6.068977357590993,13.0,441450.0,0.23,-4000.0,0.0,0.0,0.0,52.08496117674396,52.08496117674396,52.08496117674396,52.08496117674396,52.08496117674396,36.70039262980236,34.78999999999995,32.87960737019754
2018-05-23,5.851581153736987,5.924046555021657,5.924046555021657,5.851581153736987,7.0,162196.0,0.23,408.0,0.0,0.0,0.0,45.6649217241842,45.6649217241842,45.6649217241842,45.6649217241842,45.6649217241842,35.98957706993359,33.97999999999995,31.970422930066302
2018-05-24,5.797232102773486,5.2809161186202225,5.797232102773486,5.2809161186202225,3.0,63369.0,0.23,0.0,0.0,0.0,0.0,44.307650446550184,44.307650446550184,44.307650446550184,44.307650446550184,44.307650446550184,36.136247249387665,33.57999999999995,31.02375275061223
2018-05-25,5.70665035116765,5.262799768299056,5.70665035116765,5.262799768299056,8.0,165446.0,0.23,0.0,0.0,0.0,0.0,42.06364318020516,42.06364318020516,42.06364318020516,42.06364318020516,42.06364318020516,35.414245449833174,32.87999999999995,30.34575455016673
